Departamento;Municipio;División;Personas en hogares particulares;Sin servicio de energía eléctrica;No tiene;Estrato 1;Estrato 2;Estrato 3;Estrato 4;Estrato 5;Estrato 6;No sabe o no responde
15_Boyacá;;Rural disperso;1.523;1.351;0;116;48;1;7;0;0;0
15_Boyacá;15537_Paz De Río;Total;4.040;37;2;765;3.048;181;1;4;0;2
15_Boyacá;;Cabecera;2.637;8;1;246;2.196;181;1;4;0;0
15_Boyacá;;Centro poblado;15;0;0;0;15;0;0;0;0;0
15_Boyacá;;Rural disperso;1.388;29;1;519;837;0;0;0;0;2
15_Boyacá;15542_Pesca;Total;6.604;371;8;2.110;4.078;37;0;0;0;0
15_Boyacá;;Cabecera;2.245;12;4;205;1.992;32;0;0;0;0
15_Boyacá;;Rural disperso;4.359;359;4;1.905;2.086;5;0;0;0;0
15_Boyacá;15550_Pisba;Total;1.582;815;16;709;40;0;0;0;0;2
15_Boyacá;;Cabecera;526;21;13;456;35;0;0;0;0;1
15_Boyacá;;Rural disperso;1.056;794;3;253;5;0;0;0;0;1
15_Boyacá;15572_Puerto Boyacá;Total;44.076;849;426;17.626;21.119;3.965;57;2;0;32
15_Boyacá;;Cabecera;31.690;214;256;9.427;17.805;3.912;56;2;0;18
15_Boyacá;;Centro poblado;7.128;103;11;5.367;1.629;12;1;0;0;5
15_Boyacá;;Rural disperso;5.258;532;159;2.832;1.685;41;0;0;0;9
15_Boyacá;15580_Quípama;Total;4.194;497;3;2.264;1.419;5;0;0;0;6
15_Boyacá;;Cabecera;1.278;8;1;365;895;5;0;0;0;4
15_Boyacá;;Centro poblado;454;48;0;344;62;0;0;0;0;0
15_Boyacá;;Rural disperso;2.462;441;2;1.555;462;0;0;0;0;2
15_Boyacá;15599_Ramiriquí;Total;8.690;96;6;1.464;6.304;729;49;8;5;29
15_Boyacá;;Cabecera;3.823;7;6;182;2.953;650;8;0;4;13
15_Boyacá;;Centro poblado;110;0;0;39;24;0;39;8;0;0
15_Boyacá;;Rural disperso;4.757;89;0;1.243;3.327;79;2;0;1;16
15_Boyacá;15600_Ráquira;Total;7.302;152;20;4.505;2.564;52;4;0;0;5
15_Boyacá;;Cabecera;2.215;14;3;909;1.250;35;0;0;0;4
15_Boyacá;;Centro poblado;70;0;0;17;53;0;0;0;0;0
15_Boyacá;;Rural disperso;5.017;138;17;3.579;1.261;17;4;0;0;1
15_Boyacá;15621_Rondón;Total;2.212;66;13;964;1.140;23;0;0;0;6
15_Boyacá;;Cabecera;575;4;1;305;247;14;0;0;0;4
15_Boyacá;;Centro poblado;71;0;3;30;38;0;0;0;0;0
15_Boyacá;;Rural disperso;1.566;62;9;629;855;9;0;0;0;2
15_Boyacá;15632_Saboyá;Total;11.161;146;16;2.509;8.397;68;1;5;0;19
15_Boyacá;;Cabecera;943;9;4;112;793;24;1;0;0;0
15_Boyacá;;Centro poblado;85;0;0;20;60;5;0;0;0;0
15_Boyacá;;Rural disperso;10.133;137;12;2.377;7.544;39;0;5;0;19
15_Boyacá;15638_Sáchica;Total;4.823;250;1;2.990;1.495;67;3;0;0;17
15_Boyacá;;Cabecera;2.451;17;0;1.062;1.323;37;3;0;0;9
15_Boyacá;;Rural disperso;2.372;233;1;1.928;172;30;0;0;0;8
15_Boyacá;15646_Samacá;Total;17.485;77;19;5.843;10.397;1.123;5;6;0;15
15_Boyacá;;Cabecera;6.950;19;0;1.587;4.281;1.051;4;6;0;2
15_Boyacá;;Centro poblado;367;4;0;90;272;1;0;0;0;0
15_Boyacá;;Rural disperso;10.168;54;19;4.166;5.844;71;1;0;0;13
15_Boyacá;15660_San Eduardo;Total;1.558;63;0;387;1.095;13;0;0;0;0
15_Boyacá;;Cabecera;675;1;0;191;475;8;0;0;0;0
15_Boyacá;;Rural disperso;883;62;0;196;620;5;0;0;0;0
15_Boyacá;15664_San José De Pare;Total;4.658;114;1;1.447;3.046;37;0;0;0;13
15_Boyacá;;Cabecera;946;20;0;184;712;28;0;0;0;2
15_Boyacá;;Rural disperso;3.712;94;1;1.263;2.334;9;0;0;0;11
15_Boyacá;15667_San Luis De Gaceno;Total;4.534;195;2;3.228;667;434;4;0;0;4
15_Boyacá;;Cabecera;2.127;18;2;1.069;599;432;4;0;0;3
15_Boyacá;;Centro poblado;471;10;0;431;28;2;0;0;0;0
15_Boyacá;;Rural disperso;1.936;167;0;1.728;40;0;0;0;0;1
15_Boyacá;15673_San Mateo;Total;3.307;64;0;2.577;644;19;1;0;0;2
15_Boyacá;;Cabecera;1.163;3;0;580;564;14;1;0;0;1
15_Boyacá;;Rural disperso;2.144;61;0;1.997;80;5;0;0;0;1
15_Boyacá;15676_San Miguel De Sema;Total;2.901;97;27;1.231;1.469;60;8;7;0;2
15_Boyacá;;Cabecera;408;10;3;149;237;5;0;3;0;1
15_Boyacá;;Rural disperso;2.493;87;24;1.082;1.232;55;8;4;0;1
15_Boyacá;15681_San Pablo De Borbur;Total;5.827;371;31;4.198;1.194;7;0;0;0;26
15_Boyacá;;Cabecera;681;0;1;215;452;4;0;0;0;9
15_Boyacá;;Centro poblado;1.478;58;1;807;612;0;0;0;0;0
15_Boyacá;;Rural disperso;3.668;313;29;3.176;130;3;0;0;0;17
15_Boyacá;15686_Santana;Total;6.811;236;9;2.988;3.526;40;3;3;0;6
15_Boyacá;;Cabecera;2.369;19;3;473;1.826;37;3;3;0;5
15_Boyacá;;Centro poblado;289;0;0;192;97;0;0;0;0;0
15_Boyacá;;Rural disperso;4.153;217;6;2.323;1.603;3;0;0;0;1
15_Boyacá;15690_Santa María;Total;3.093;85;4;1.135;1.684;181;2;0;0;2
15_Boyacá;;Cabecera;1.971;34;2;825;927;179;2;0;0;2
15_Boyacá;;Rural disperso;1.122;51;2;310;757;2;0;0;0;0
15_Boyacá;15693_Santa Rosa De Viterbo;Total;10.849;120;17;1.485;6.872;2.303;18;8;0;26
15_Boyacá;;Cabecera;6.901;58;11;632;3.877;2.274;18;8;0;23
15_Boyacá;;Centro poblado;12;0;0;0;12;0;0;0;0;0
15_Boyacá;;Rural disperso;3.936;62;6;853;2.983;29;0;0;0;3
15_Boyacá;15696_Santa Sofía;Total;2.924;52;12;490;2.222;147;0;0;0;1
15_Boyacá;;Cabecera;984;1;12;59;767;144;0;0;0;1
15_Boyacá;;Rural disperso;1.940;51;0;431;1.455;3;0;0;0;0
15_Boyacá;15720_Sativanorte;Total;1.947;64;3;1.174;705;1;0;0;0;0
15_Boyacá;;Cabecera;659;9;0;21;628;1;0;0;0;0
15_Boyacá;;Centro poblado;20;0;0;16;4;0;0;0;0;0
15_Boyacá;;Rural disperso;1.268;55;3;1.137;73;0;0;0;0;0
15_Boyacá;15723_Sativasur;Total;1.044;28;2;291;716;7;0;0;0;0
15_Boyacá;;Cabecera;292;1;1;132;153;5;0;0;0;0
15_Boyacá;;Rural disperso;752;27;1;159;563;2;0;0;0;0
15_Boyacá;15740_Siachoque;Total;6.649;79;5;2.980;3.578;3;0;0;0;4
15_Boyacá;;Cabecera;1.116;9;1;227;874;2;0;0;0;3
15_Boyacá;;Rural disperso;5.533;70;4;2.753;2.704;1;0;0;0;1
15_Boyacá;15753_Soatá;Total;8.456;62;10;4.331;3.885;145;5;0;0;18
15_Boyacá;;Cabecera;6.150;6;3;3.188;2.791;139;5;0;0;18
15_Boyacá;;Rural disperso;2.306;56;7;1.143;1.094;6;0;0;0;0
15_Boyacá;15755_Socotá;Total;7.122;519;11;1.999;4.561;30;0;0;0;2
15_Boyacá;;Cabecera;1.354;5;1;19;1.304;24;0;0;0;1
15_Boyacá;;Centro poblado;41;0;0;0;41;0;0;0;0;0
15_Boyacá;;Rural disperso;5.727;514;10;1.980;3.216;6;0;0;0;1
15_Boyacá;15757_Socha;Total;7.497;76;1;912;6.345;152;6;0;0;5
15_Boyacá;;Cabecera;4.222;14;1;438;3.617;141;6;0;0;5
15_Boyacá;;Centro poblado;137;1;0;17;119;0;0;0;0;0
15_Boyacá;;Rural disperso;3.138;61;0;457;2.609;11;0;0;0;0
15_Boyacá;15759_Sogamoso;Total;119.503;938;28;14.287;84.093;16.707;2.969;312;23;146
15_Boyacá;;Cabecera;106.117;393;26;7.695;78.519;16.304;2.815;211;14;140
15_Boyacá;;Centro poblado;1.456;32;0;632;768;19;4;0;0;1
15_Boyacá;;Rural disperso;11.930;513;2;5.960;4.806;384;150;101;9;5
15_Boyacá;15761_Somondoco;Total;2.364;46;3;452;1.812;50;0;1;0;0
15_Boyacá;;Cabecera;597;4;3;139;405;45;0;1;0;0
15_Boyacá;;Rural disperso;1.767;42;0;313;1.407;5;0;0;0;0
15_Boyacá;15762_Sora;Total;2.586;39;1;1.332;1.192;11;0;0;0;11
15_Boyacá;;Cabecera;457;2;0;177;256;11;0;0;0;11
15_Boyacá;;Rural disperso;2.129;37;1;1.155;936;0;0;0;0;0
15_Boyacá;15763_Sotaquirá;Total;7.953;380;4;2.783;4.710;66;0;0;0;10
15_Boyacá;;Cabecera;831;17;0;49;744;20;0;0;0;1
15_Boyacá;;Centro poblado;462;3;0;139;319;1;0;0;0;0
15_Boyacá;;Rural disperso;6.660;360;4;2.595;3.647;45;0;0;0;9
15_Boyacá;15764_Soracá;Total;5.858;121;0;841;4.836;60;0;0;0;0
15_Boyacá;;Cabecera;1.414;13;0;164;1.210;27;0;0;0;0
15_Boyacá;;Rural disperso;4.444;108;0;677;3.626;33;0;0;0;0
15_Boyacá;15774_Susacón;Total;2.555;76;4;1.447;1.012;8;0;0;0;8
15_Boyacá;;Cabecera;579;5;0;116;446;8;0;0;0;4
15_Boyacá;;Rural disperso;1.976;71;4;1.331;566;0;0;0;0;4
15_Boyacá;15776_Sutamarchán;Total;5.755;222;2;902;4.478;137;0;0;0;14
15_Boyacá;;Cabecera;2.083;55;0;122;1.778;116;0;0;0;12
15_Boyacá;;Rural disperso;3.672;167;2;780;2.700;21;0;0;0;2
15_Boyacá;15778_Sutatenza;Total;3.481;173;7;2.276;997;20;0;0;0;8
15_Boyacá;;Cabecera;659;5;3;146;484;16;0;0;0;5
15_Boyacá;;Rural disperso;2.822;168;4;2.130;513;4;0;0;0;3
15_Boyacá;15790_Tasco;Total;5.140;77;11;2.163;2.866;2;5;8;1;7
15_Boyacá;;Cabecera;1.482;7;2;308;1.151;1;5;0;1;7
15_Boyacá;;Centro poblado;173;0;0;69;104;0;0;0;0;0
15_Boyacá;;Rural disperso;3.485;70;9;1.786;1.611;1;0;8;0;0
15_Boyacá;15798_Tenza;Total;3.426;63;2;1.493;1.838;27;0;2;0;1
15_Boyacá;;Cabecera;1.046;0;2;298;716;27;0;2;0;1
15_Boyacá;;Rural disperso;2.380;63;0;1.195;1.122;0;0;0;0;0
15_Boyacá;15804_Tibaná;Total;7.945;316;10;3.939;3.618;53;4;0;0;5
15_Boyacá;;Cabecera;1.646;4;0;392;1.213;34;0;0;0;3
15_Boyacá;;Rural disperso;6.299;312;10;3.547;2.405;19;4;0;0;2
15_Boyacá;15806_Tibasosa;Total;11.019;60;9;2.262;7.403;1.169;101;11;0;4
15_Boyacá;;Cabecera;4.182;12;4;240;3.011;883;26;3;0;3
15_Boyacá;;Centro poblado;820;3;1;95;577;103;40;1;0;0
15_Boyacá;;Rural disperso;6.017;45;4;1.927;3.815;183;35;7;0;1
15_Boyacá;15808_Tinjacá;Total;2.869;110;6;1.128;1.579;42;0;0;0;4
15_Boyacá;;Cabecera;727;8;1;17;680;17;0;0;0;4
15_Boyacá;;Rural disperso;2.142;102;5;1.111;899;25;0;0;0;0
15_Boyacá;15810_Tipacoque;Total;3.154;224;4;1.263;1.637;13;0;0;0;13
15_Boyacá;;Cabecera;908;34;4;70;785;9;0;0;0;6
15_Boyacá;;Centro poblado;37;1;0;23;13;0;0;0;0;0
15_Boyacá;;Rural disperso;2.209;189;0;1.170;839;4;0;0;0;7
15_Boyacá;15814_Toca;Total;8.707;131;7;2.770;5.590;199;1;0;2;7
15_Boyacá;;Cabecera;4.205;27;3;500;3.491;176;1;0;2;5
15_Boyacá;;Rural disperso;4.502;104;4;2.270;2.099;23;0;0;0;2
15_Boyacá;15816_Togüí;Total;4.224;157;4;1.541;2.494;20;0;0;0;8
15_Boyacá;;Cabecera;607;8;1;34;558;6;0;0;0;0
15_Boyacá;;Rural disperso;3.617;149;3;1.507;1.936;14;0;0;0;8
15_Boyacá;15820_Tópaga;Total;3.531;86;4;778;2.628;33;0;0;0;2
15_Boyacá;;Cabecera;1.009;22;4;71;906;4;0;0;0;2
15_Boyacá;;Centro poblado;431;10;0;104;307;10;0;0;0;0
15_Boyacá;;Rural disperso;2.091;54;0;603;1.415;19;0;0;0;0
15_Boyacá;15822_Tota;Total;4.530;313;5;3.359;850;3;0;0;0;0
15_Boyacá;;Cabecera;769;5;0;489;274;1;0;0;0;0
15_Boyacá;;Rural disperso;3.761;308;5;2.870;576;2;0;0;0;0
15_Boyacá;15832_Tununguá;Total;1.526;168;4;492;852;5;0;0;5;0
15_Boyacá;;Cabecera;251;2;0;13;226;5;0;0;5;0
15_Boyacá;;Rural disperso;1.275;166;4;479;626;0;0;0;0;0
15_Boyacá;15835_Turmequé;Total;5.835;107;7;475;5.145;90;0;0;0;11
15_Boyacá;;Cabecera;2.050;16;0;241;1.706;86;0;0;0;1
15_Boyacá;;Rural disperso;3.785;91;7;234;3.439;4;0;0;0;10
15_Boyacá;15837_Tuta;Total;8.143;137;3;3.696;4.237;55;4;4;0;7
15_Boyacá;;Cabecera;2.301;2;0;701;1.554;33;0;4;0;7
15_Boyacá;;Rural disperso;5.842;135;3;2.995;2.683;22;4;0;0;0
15_Boyacá;15839_Tutazá;Total;1.794;77;11;398;1.296;5;0;3;0;4
15_Boyacá;;Cabecera;169;1;8;53;103;1;0;3;0;0
15_Boyacá;;Centro poblado;118;1;0;4;113;0;0;0;0;0
15_Boyacá;;Rural disperso;1.507;75;3;341;1.080;4;0;0;0;4
15_Boyacá;15842_Úmbita;Total;6.905;53;5;2.156;4.591;60;13;13;2;12
15_Boyacá;;Cabecera;1.012;6;0;115;843;29;9;8;0;2
15_Boyacá;;Rural disperso;5.893;47;5;2.041;3.748;31;4;5;2;10
15_Boyacá;15861_Ventaquemada;Total;13.974;136;2;3.387;10.352;82;0;1;4;10
15_Boyacá;;Cabecera;2.328;30;0;660;1.597;37;0;1;0;3
15_Boyacá;;Centro poblado;1.212;2;0;267;937;6;0;0;0;0
15_Boyacá;;Rural disperso;10.434;104;2;2.460;7.818;39;0;0;4;7
15_Boyacá;15879_Viracachá;Total;2.582;28;0;1.912;631;11;0;0;0;0
15_Boyacá;;Cabecera;413;7;0;128;273;5;0;0;0;0
15_Boyacá;;Rural disperso;2.169;21;0;1.784;358;6;0;0;0;0
15_Boyacá;15897_Zetaquira;Total;4.272;373;4;1.362;2.505;28;0;0;0;0
15_Boyacá;;Cabecera;1.058;23;4;316;697;18;0;0;0;0
15_Boyacá;;Rural disperso;3.214;350;0;1.046;1.808;10;0;0;0;0
17_Caldas;17001_Manizales;Total;395.818;4.219;946;66.212;106.152;141.105;41.606;12.644;20.467;2.467
17_Caldas;;Cabecera;371.662;3.377;720;57.045;96.653;139.459;41.358;12.521;20.175;354
17_Caldas;;Centro poblado;8.432;88;55;2.548;4.395;822;73;51;196;204
17_Caldas;;Rural disperso;15.724;754;171;6.619;5.104;824;175;72;96;1.909
17_Caldas;17013_Aguadas;Total;20.525;154;43;5.098;13.984;1.172;59;3;0;12
17_Caldas;;Cabecera;10.243;31;13;2.755;6.234;1.151;48;3;0;8
17_Caldas;;Centro poblado;1.615;9;0;322;1.280;2;2;0;0;0
17_Caldas;;Rural disperso;8.667;114;30;2.021;6.470;19;9;0;0;4
17_Caldas;17042_Anserma;Total;31.438;290;77;9.089;14.425;7.225;251;39;9;33
17_Caldas;;Cabecera;18.262;92;14;4.702;6.280;6.909;225;21;5;14
17_Caldas;;Centro poblado;613;0;5;134;470;4;0;0;0;0
17_Caldas;;Rural disperso;12.563;198;58;4.253;7.675;312;26;18;4;19
17_Caldas;17050_Aranzazu;Total;9.854;24;2;3.489;5.212;1.088;25;5;7;2
17_Caldas;;Cabecera;6.330;5;2;2.677;2.554;1.061;18;5;7;1
17_Caldas;;Centro poblado;216;0;0;67;149;0;0;0;0;0
17_Caldas;;Rural disperso;3.308;19;0;745;2.509;27;7;0;0;1
17_Caldas;17088_Belalcázar;Total;9.661;330;28;4.753;3.624;874;27;6;2;17
17_Caldas;;Cabecera;4.271;9;3;1.609;1.875;764;3;0;0;8
17_Caldas;;Centro poblado;1.187;128;0;862;189;8;0;0;0;0
17_Caldas;;Rural disperso;4.203;193;25;2.282;1.560;102;24;6;2;9
17_Caldas;17174_Chinchiná;Total;48.298;149;50;8.299;24.260;9.889;3.688;327;63;1.573
17_Caldas;;Cabecera;43.020;123;44;7.405;21.537;9.800;3.674;318;55;64
17_Caldas;;Centro poblado;1.435;11;0;174;1.185;3;2;0;0;60
17_Caldas;;Rural disperso;3.843;15;6;720;1.538;86;12;9;8;1.449
17_Caldas;17272_Filadelfia;Total;9.613;64;27;2.823;5.662;1.007;14;0;5;11
17_Caldas;;Cabecera;3.449;16;9;823;1.592;990;6;0;5;8
17_Caldas;;Centro poblado;1.202;6;0;321;872;3;0;0;0;0
17_Caldas;;Rural disperso;4.962;42;18;1.679;3.198;14;8;0;0;3
17_Caldas;17380_La Dorada;Total;69.086;2.308;109;22.417;31.377;11.933;686;140;32;84
17_Caldas;;Cabecera;61.728;1.962;78;17.803;29.483;11.711;563;51;7;70
17_Caldas;;Centro poblado;4.240;46;3;2.736;1.413;38;3;0;1;0
17_Caldas;;Rural disperso;3.118;300;28;1.878;481;184;120;89;24;14
17_Caldas;17388_La Merced;Total;5.324;53;7;2.455;2.180;557;26;5;36;5
17_Caldas;;Cabecera;1.863;3;3;168;1.179;493;10;5;1;1
17_Caldas;;Centro poblado;1.357;14;4;884;433;19;0;0;0;3
17_Caldas;;Rural disperso;2.104;36;0;1.403;568;45;16;0;35;1
17_Caldas;17433_Manzanares;Total;16.502;157;71;7.207;7.691;1.204;120;16;16;20
17_Caldas;;Cabecera;9.279;61;10;2.977;4.954;1.127;111;14;16;9
17_Caldas;;Centro poblado;629;4;2;372;249;2;0;0;0;0
17_Caldas;;Rural disperso;6.594;92;59;3.858;2.488;75;9;2;0;11
17_Caldas;17442_Marmato;Total;8.485;222;42;5.081;3.051;63;22;1;0;3
17_Caldas;;Cabecera;951;69;0;405;430;23;21;0;0;3
17_Caldas;;Centro poblado;3.896;79;13;1.911;1.868;25;0;0;0;0
17_Caldas;;Rural disperso;3.638;74;29;2.765;753;15;1;1;0;0
17_Caldas;17444_Marquetalia;Total;12.079;112;45;5.939;5.080;885;3;0;0;15
17_Caldas;;Cabecera;5.659;36;18;3.188;1.596;805;3;0;0;13
17_Caldas;;Centro poblado;89;0;0;45;43;1;0;0;0;0
17_Caldas;;Rural disperso;6.331;76;27;2.706;3.441;79;0;0;0;2
17_Caldas;17446_Marulanda;Total;2.081;31;15;811;833;263;72;55;0;1
17_Caldas;;Cabecera;676;1;0;218;403;51;2;0;0;1
17_Caldas;;Centro poblado;446;8;0;304;131;3;0;0;0;0
17_Caldas;;Rural disperso;959;22;15;289;299;209;70;55;0;0
17_Caldas;17486_Neira;Total;20.355;265;33;5.581;8.738;5.668;24;23;12;11
17_Caldas;;Cabecera;11.201;45;9;476;5.034;5.600;15;4;11;7
17_Caldas;;Centro poblado;1.361;21;1;893;433;1;1;11;0;0
17_Caldas;;Rural disperso;7.793;199;23;4.212;3.271;67;8;8;1;4
17_Caldas;17495_Norcasia;Total;5.946;139;4;3.037;2.482;248;12;18;0;6
17_Caldas;;Cabecera;3.950;20;3;1.602;2.173;150;2;0;0;0
17_Caldas;;Centro poblado;435;4;0;347;79;5;0;0;0;0
17_Caldas;;Rural disperso;1.561;115;1;1.088;230;93;10;18;0;6
17_Caldas;17513_Pácora;Total;13.074;105;15;2.391;9.848;661;36;4;4;10
17_Caldas;;Cabecera;6.355;8;4;1.522;4.209;563;36;4;4;5
17_Caldas;;Centro poblado;1.347;2;4;101;1.180;59;0;0;0;1
17_Caldas;;Rural disperso;5.372;95;7;768;4.459;39;0;0;0;4
17_Caldas;17524_Palestina;Total;13.490;49;9;5.691;6.226;675;295;203;320;22
17_Caldas;;Cabecera;4.656;14;1;2.100;2.143;325;55;4;2;12
17_Caldas;;Centro poblado;5.150;20;7;2.603;2.484;31;5;0;0;0
17_Caldas;;Rural disperso;3.684;15;1;988;1.599;319;235;199;318;10
17_Caldas;17541_Pensilvania;Total;17.107;148;41;3.957;11.825;1.081;17;8;2;28
17_Caldas;;Cabecera;6.556;12;7;1.763;3.734;1.024;8;2;0;6
17_Caldas;;Centro poblado;2.478;15;2;439;1.997;9;0;3;0;13
17_Caldas;;Rural disperso;8.073;121;32;1.755;6.094;48;9;3;2;9
17_Caldas;17614_Riosucio;Total;48.012;813;401;33.524;7.149;5.978;75;18;4;50
17_Caldas;;Cabecera;17.148;60;27;4.385;6.656;5.915;74;14;4;13
17_Caldas;;Centro poblado;8.275;201;77;7.776;179;28;0;0;0;14
17_Caldas;;Rural disperso;22.589;552;297;21.363;314;35;1;4;0;23
17_Caldas;17616_Risaralda;Total;9.840;235;113;4.656;4.379;411;19;3;10;14
17_Caldas;;Cabecera;3.809;23;2;1.669;1.943;166;1;0;2;3
17_Caldas;;Centro poblado;562;5;3;370;184;0;0;0;0;0
17_Caldas;;Rural disperso;5.469;207;108;2.617;2.252;245;18;3;8;11
17_Caldas;17653_Salamina;Total;16.441;197;56;5.078;8.965;1.945;122;37;18;23
17_Caldas;;Cabecera;10.387;100;22;3.377;4.797;1.908;115;35;18;15
17_Caldas;;Centro poblado;1.054;11;12;664;357;6;0;0;0;4
17_Caldas;;Rural disperso;5.000;86;22;1.037;3.811;31;7;2;0;4
17_Caldas;17662_Samaná;Total;17.424;414;961;9.538;5.440;1.006;29;7;3;26
17_Caldas;;Cabecera;5.210;9;27;1.843;2.471;850;4;3;0;3
17_Caldas;;Centro poblado;3.229;76;23;1.882;1.200;30;8;4;0;6
17_Caldas;;Rural disperso;8.985;329;911;5.813;1.769;126;17;0;3;17
17_Caldas;17665_San José;Total;4.516;43;9;1.862;2.435;130;16;8;9;4
17_Caldas;;Cabecera;1.202;7;0;242;909;38;1;1;4;0
17_Caldas;;Centro poblado;124;10;0;75;13;16;7;3;0;0
17_Caldas;;Rural disperso;3.190;26;9;1.545;1.513;76;8;4;5;4
17_Caldas;17777_Supía;Total;26.571;287;322;9.396;12.219;4.260;56;7;17;7
17_Caldas;;Cabecera;12.861;20;26;870;7.673;4.210;50;7;4;1
17_Caldas;;Centro poblado;1.242;21;17;808;391;1;0;0;4;0
17_Caldas;;Rural disperso;12.468;246;279;7.718;4.155;49;6;0;9;6
17_Caldas;17867_Victoria;Total;8.148;63;59;4.757;2.338;815;32;29;32;23
17_Caldas;;Cabecera;3.968;22;21;1.864;1.485;563;5;0;0;8
17_Caldas;;Centro poblado;1.022;3;5;809;187;18;0;0;0;0
17_Caldas;;Rural disperso;3.158;38;33;2.084;666;234;27;29;32;15
17_Caldas;17873_Villamaría;Total;62.671;460;205;13.431;23.293;20.921;4.034;224;69;34
17_Caldas;;Cabecera;54.293;319;48;8.895;20.223;20.548;3.977;204;54;25
17_Caldas;;Centro poblado;3.153;20;66;1.868;1.128;62;2;4;1;2
17_Caldas;;Rural disperso;5.225;121;91;2.668;1.942;311;55;16;14;7
17_Caldas;17877_Viterbo;Total;12.425;53;14;3.920;5.292;2.898;191;34;11;12
17_Caldas;;Cabecera;10.664;37;6;3.285;4.548;2.706;55;8;7;12
17_Caldas;;Rural disperso;1.761;16;8;635;744;192;136;26;4;0
19_Cauca;19001_Popayán;Total;272.901;3.162;2.527;92.166;84.035;53.472;28.259;7.204;1.555;521
19_Cauca;;Cabecera;228.694;891;646;57.240;80.118;52.662;28.013;7.122;1.536;466
19_Cauca;;Centro poblado;17.737;268;680;13.799;2.524;269;115;58;13;11
19_Cauca;;Rural disperso;26.470;2.003;1.201;21.127;1.393;541;131;24;6;44
19_Cauca;19022_Almaguer;Total;16.523;2.275;2.138;12.059;19;7;18;0;3;4
19_Cauca;;Cabecera;1.205;29;3;1.155;13;2;0;0;0;3
19_Cauca;;Centro poblado;1.085;43;266;762;2;5;6;0;0;1
19_Cauca;;Rural disperso;14.233;2.203;1.869;10.142;4;0;12;0;3;0
19_Cauca;19050_Argelia;Total;19.925;1.795;182;17.717;197;8;8;0;0;18
19_Cauca;;Cabecera;2.367;44;18;2.150;141;8;0;0;0;6
19_Cauca;;Centro poblado;3.838;97;4;3.687;44;0;0;0;0;6
19_Cauca;;Rural disperso;13.720;1.654;160;11.880;12;0;8;0;0;6
19_Cauca;19075_Balboa;Total;18.904;719;71;17.378;691;21;4;3;0;17
19_Cauca;;Cabecera;5.228;32;22;4.538;623;9;0;0;0;4
19_Cauca;;Centro poblado;2.357;42;7;2.253;47;4;0;3;0;1
19_Cauca;;Rural disperso;11.319;645;42;10.587;21;8;4;0;0;12
19_Cauca;19100_Bolívar;Total;35.625;2.499;2.837;29.007;1.110;140;16;1;0;15
19_Cauca;;Cabecera;4.524;30;17;3.276;1.051;139;6;0;0;5
19_Cauca;;Centro poblado;3.617;83;191;3.312;29;1;1;0;0;0
19_Cauca;;Rural disperso;27.484;2.386;2.629;22.419;30;0;9;1;0;10
19_Cauca;19110_Buenos Aires;Total;25.236;3.071;3.036;18.872;225;9;5;0;0;18
19_Cauca;;Cabecera;1.137;29;7;966;133;0;0;0;0;2
19_Cauca;;Centro poblado;6.553;197;42;6.251;49;5;0;0;0;9
19_Cauca;;Rural disperso;17.546;2.845;2.987;11.655;43;4;5;0;0;7
19_Cauca;19130_Cajibío;Total;32.235;3.132;304;27.634;1.095;24;10;3;4;29
19_Cauca;;Cabecera;1.958;32;12;1.133;757;11;5;3;0;5
19_Cauca;;Centro poblado;1.613;77;23;1.431;74;5;0;0;0;3
19_Cauca;;Rural disperso;28.664;3.023;269;25.070;264;8;5;0;4;21
19_Cauca;19137_Caldono;Total;35.886;2.875;836;32.027;124;5;0;0;0;19
19_Cauca;;Cabecera;1.816;32;13;1.695;61;3;0;0;0;12
19_Cauca;;Centro poblado;2.614;109;10;2.485;9;0;0;0;0;1
19_Cauca;;Rural disperso;31.456;2.734;813;27.847;54;2;0;0;0;6
19_Cauca;19142_Caloto;Total;25.264;1.772;8.652;14.348;429;23;4;2;1;33
19_Cauca;;Cabecera;5.065;49;106;4.471;401;21;1;2;1;13
19_Cauca;;Centro poblado;5.063;212;1.234;3.604;9;0;0;0;0;4
19_Cauca;;Rural disperso;15.136;1.511;7.312;6.273;19;2;3;0;0;16
19_Cauca;19212_Corinto;Total;21.633;542;1.908;14.773;4.101;284;14;4;0;7
19_Cauca;;Cabecera;12.531;68;83;8.002;4.077;284;13;4;0;0
19_Cauca;;Centro poblado;753;16;39;692;6;0;0;0;0;0
19_Cauca;;Rural disperso;8.349;458;1.786;6.079;18;0;1;0;0;7
19_Cauca;19256_El Tambo;Total;38.509;5.203;1.862;30.820;568;20;4;0;0;32
19_Cauca;;Cabecera;2.538;39;368;1.676;431;14;1;0;0;9
19_Cauca;;Centro poblado;3.733;62;195;3.456;17;1;0;0;0;2
19_Cauca;;Rural disperso;32.238;5.102;1.299;25.688;120;5;3;0;0;21
19_Cauca;19290_Florencia;Total;5.089;76;5;4.902;96;4;3;0;0;3
19_Cauca;;Cabecera;1.182;17;1;1.077;80;3;1;0;0;3
19_Cauca;;Centro poblado;431;3;0;421;7;0;0;0;0;0
19_Cauca;;Rural disperso;3.476;56;4;3.404;9;1;2;0;0;0
19_Cauca;19300_Guachené;Total;18.513;101;41;17.574;767;11;1;0;0;18
