Departamento;Municipio;División;Personas en hogares particulares;Sin servicio de energía eléctrica;No tiene;Estrato 1;Estrato 2;Estrato 3;Estrato 4;Estrato 5;Estrato 6;No sabe o no responde
25_Cundinamarca;;Centro poblado;1.907;40;7;760;978;119;0;0;0;3
25_Cundinamarca;;Rural disperso;3.155;255;99;1.441;1.146;182;6;0;0;26
25_Cundinamarca;25758_Sopó;Total;24.779;50;111;420;11.319;11.057;344;397;957;124
25_Cundinamarca;;Cabecera;17.161;23;30;206;7.189;9.589;73;8;1;42
25_Cundinamarca;;Centro poblado;1.272;0;0;29;1.098;127;10;5;3;0
25_Cundinamarca;;Rural disperso;6.346;27;81;185;3.032;1.341;261;384;953;82
25_Cundinamarca;25769_Subachoque;Total;14.860;75;56;392;11.820;2.336;76;46;16;43
25_Cundinamarca;;Cabecera;7.203;15;7;64;5.236;1.838;15;2;1;25
25_Cundinamarca;;Centro poblado;1.681;3;3;59;1.553;54;0;2;0;7
25_Cundinamarca;;Rural disperso;5.976;57;46;269;5.031;444;61;42;15;11
25_Cundinamarca;25772_Suesca;Total;15.395;85;50;576;12.683;1.792;178;5;0;26
25_Cundinamarca;;Cabecera;7.166;13;30;289;4.925;1.729;166;0;0;14
25_Cundinamarca;;Centro poblado;2.370;12;0;38;2.300;8;12;0;0;0
25_Cundinamarca;;Rural disperso;5.859;60;20;249;5.458;55;0;5;0;12
25_Cundinamarca;25777_Supatá;Total;4.726;166;34;225;3.750;545;1;0;0;5
25_Cundinamarca;;Cabecera;1.629;9;2;46;1.021;545;1;0;0;5
25_Cundinamarca;;Centro poblado;60;0;0;1;59;0;0;0;0;0
25_Cundinamarca;;Rural disperso;3.037;157;32;178;2.670;0;0;0;0;0
25_Cundinamarca;25779_Susa;Total;6.073;126;3;3.046;2.745;140;0;9;0;4
25_Cundinamarca;;Cabecera;2.150;35;0;274;1.705;136;0;0;0;0
25_Cundinamarca;;Rural disperso;3.923;91;3;2.772;1.040;4;0;9;0;4
25_Cundinamarca;25781_Sutatausa;Total;5.258;213;17;1.542;3.135;327;13;1;4;6
25_Cundinamarca;;Cabecera;1.851;5;2;238;1.362;240;0;0;4;0
25_Cundinamarca;;Centro poblado;449;31;0;174;233;11;0;0;0;0
25_Cundinamarca;;Rural disperso;2.958;177;15;1.130;1.540;76;13;1;0;6
25_Cundinamarca;25785_Tabio;Total;20.565;93;62;1.824;13.304;4.463;665;65;21;68
25_Cundinamarca;;Cabecera;6.274;2;23;116;2.454;3.153;484;16;12;14
25_Cundinamarca;;Centro poblado;4.831;19;0;251;4.200;349;6;2;0;4
25_Cundinamarca;;Rural disperso;9.460;72;39;1.457;6.650;961;175;47;9;50
25_Cundinamarca;25793_Tausa;Total;6.694;106;8;2.733;3.653;173;2;0;7;12
25_Cundinamarca;;Cabecera;1.240;8;0;268;894;63;0;0;0;7
25_Cundinamarca;;Centro poblado;383;0;0;231;150;2;0;0;0;0
25_Cundinamarca;;Rural disperso;5.071;98;8;2.234;2.609;108;2;0;7;5
25_Cundinamarca;25797_Tena;Total;8.062;187;59;675;6.932;190;5;3;0;11
25_Cundinamarca;;Cabecera;563;14;2;8;527;12;0;0;0;0
25_Cundinamarca;;Centro poblado;1.426;6;8;27;1.327;49;1;3;0;5
25_Cundinamarca;;Rural disperso;6.073;167;49;640;5.078;129;4;0;0;6
25_Cundinamarca;25799_Tenjo;Total;20.368;125;104;1.033;13.418;4.830;546;186;41;85
25_Cundinamarca;;Cabecera;8.542;42;13;297;5.181;2.837;117;5;4;46
25_Cundinamarca;;Centro poblado;2.698;0;15;183;2.167;294;34;2;0;3
25_Cundinamarca;;Rural disperso;9.128;83;76;553;6.070;1.699;395;179;37;36
25_Cundinamarca;25805_Tibacuy;Total;3.943;145;19;699;3.036;25;13;2;0;4
25_Cundinamarca;;Cabecera;529;6;1;69;437;8;4;0;0;4
25_Cundinamarca;;Centro poblado;597;11;0;78;497;6;4;1;0;0
25_Cundinamarca;;Rural disperso;2.817;128;18;552;2.102;11;5;1;0;0
25_Cundinamarca;25807_Tibirita;Total;2.435;138;28;746;1.432;91;0;0;0;0
25_Cundinamarca;;Cabecera;476;2;0;30;393;51;0;0;0;0
25_Cundinamarca;;Rural disperso;1.959;136;28;716;1.039;40;0;0;0;0
25_Cundinamarca;25815_Tocaima;Total;13.445;270;43;6.481;5.072;1.533;10;6;4;26
25_Cundinamarca;;Cabecera;8.526;42;26;2.986;4.086;1.361;6;0;4;15
25_Cundinamarca;;Centro poblado;1.043;46;0;645;315;35;2;0;0;0
25_Cundinamarca;;Rural disperso;3.876;182;17;2.850;671;137;2;6;0;11
25_Cundinamarca;25817_Tocancipá;Total;39.357;112;98;721;26.353;8.425;3.441;43;34;130
25_Cundinamarca;;Cabecera;15.275;38;45;86;10.213;4.216;630;11;0;36
25_Cundinamarca;;Centro poblado;18.103;9;9;215;11.822;3.269;2.700;12;0;67
25_Cundinamarca;;Rural disperso;5.979;65;44;420;4.318;940;111;20;34;27
25_Cundinamarca;25823_Topaipí;Total;3.523;603;44;1.185;1.673;8;2;0;0;8
25_Cundinamarca;;Cabecera;624;26;9;284;295;6;1;0;0;3
25_Cundinamarca;;Centro poblado;237;12;3;119;103;0;0;0;0;0
25_Cundinamarca;;Rural disperso;2.662;565;32;782;1.275;2;1;0;0;5
25_Cundinamarca;25839_Ubalá;Total;7.202;1.224;619;2.831;2.449;47;2;0;0;30
25_Cundinamarca;;Cabecera;1.026;29;14;128;829;24;0;0;0;2
25_Cundinamarca;;Centro poblado;1.018;174;130;470;229;2;2;0;0;11
25_Cundinamarca;;Rural disperso;5.158;1.021;475;2.233;1.391;21;0;0;0;17
25_Cundinamarca;25841_Ubaque;Total;6.390;444;13;3.224;2.597;107;0;0;0;5
25_Cundinamarca;;Cabecera;1.022;5;0;194;764;58;0;0;0;1
25_Cundinamarca;;Rural disperso;5.368;439;13;3.030;1.833;49;0;0;0;4
25_Cundinamarca;25843_Villa De San Diego De Ubaté;Total;39.717;135;76;5.426;28.132;5.658;204;20;0;66
25_Cundinamarca;;Cabecera;29.696;74;40;2.096;21.678;5.527;204;19;0;58
25_Cundinamarca;;Centro poblado;2.475;20;16;473;1.914;52;0;0;0;0
25_Cundinamarca;;Rural disperso;7.546;41;20;2.857;4.540;79;0;1;0;8
25_Cundinamarca;25845_Une;Total;6.901;132;33;499;5.964;260;3;0;0;10
25_Cundinamarca;;Cabecera;3.615;14;21;208;3.112;255;3;0;0;2
25_Cundinamarca;;Centro poblado;110;0;2;3;101;3;0;0;0;1
25_Cundinamarca;;Rural disperso;3.176;118;10;288;2.751;2;0;0;0;7
25_Cundinamarca;25851_Útica;Total;4.019;199;27;1.825;1.936;28;0;0;0;4
25_Cundinamarca;;Cabecera;2.324;51;11;1.304;928;26;0;0;0;4
25_Cundinamarca;;Rural disperso;1.695;148;16;521;1.008;2;0;0;0;0
25_Cundinamarca;25862_Vergara;Total;6.036;595;31;3.134;2.247;11;3;2;0;13
25_Cundinamarca;;Cabecera;1.102;13;2;351;713;10;3;2;0;8
25_Cundinamarca;;Centro poblado;195;4;0;71;120;0;0;0;0;0
25_Cundinamarca;;Rural disperso;4.739;578;29;2.712;1.414;1;0;0;0;5
25_Cundinamarca;25867_Vianí;Total;3.806;126;7;1.627;2.021;14;3;0;0;8
25_Cundinamarca;;Cabecera;1.423;19;4;361;1.018;14;3;0;0;4
25_Cundinamarca;;Centro poblado;26;0;0;12;14;0;0;0;0;0
25_Cundinamarca;;Rural disperso;2.357;107;3;1.254;989;0;0;0;0;4
25_Cundinamarca;25871_Villagómez;Total;1.695;237;4;599;799;2;5;0;0;49
25_Cundinamarca;;Cabecera;585;12;4;179;377;2;0;0;0;11
25_Cundinamarca;;Rural disperso;1.110;225;0;420;422;0;5;0;0;38
25_Cundinamarca;25873_Villapinzón;Total;15.814;388;84;618;13.657;1.030;11;13;4;9
25_Cundinamarca;;Cabecera;6.348;48;50;251;4.954;1.018;9;8;4;6
25_Cundinamarca;;Centro poblado;122;3;0;7;112;0;0;0;0;0
25_Cundinamarca;;Rural disperso;9.344;337;34;360;8.591;12;2;5;0;3
25_Cundinamarca;25875_Villeta;Total;25.669;337;59;6.814;15.026;3.214;135;22;0;62
25_Cundinamarca;;Cabecera;17.577;84;27;4.145;10.391;2.804;67;3;0;56
25_Cundinamarca;;Centro poblado;743;4;2;280;454;3;0;0;0;0
25_Cundinamarca;;Rural disperso;7.349;249;30;2.389;4.181;407;68;19;0;6
25_Cundinamarca;25878_Viotá;Total;12.538;755;168;2.056;9.460;70;9;0;0;20
25_Cundinamarca;;Cabecera;4.236;44;39;481;3.612;51;0;0;0;9
25_Cundinamarca;;Centro poblado;478;8;18;73;365;13;0;0;0;1
25_Cundinamarca;;Rural disperso;7.824;703;111;1.502;5.483;6;9;0;0;10
25_Cundinamarca;25885_Yacopí;Total;10.887;1.131;231;6.438;3.023;50;0;0;0;14
25_Cundinamarca;;Cabecera;2.597;63;73;689;1.739;29;0;0;0;4
25_Cundinamarca;;Centro poblado;879;46;7;551;261;5;0;0;0;9
25_Cundinamarca;;Rural disperso;7.411;1.022;151;5.198;1.023;16;0;0;0;1
25_Cundinamarca;25898_Zipacón;Total;4.211;150;11;802;2.908;310;20;6;0;4
25_Cundinamarca;;Cabecera;1.193;40;0;173;829;147;4;0;0;0
25_Cundinamarca;;Centro poblado;760;3;7;98;606;43;3;0;0;0
25_Cundinamarca;;Rural disperso;2.258;107;4;531;1.473;120;13;6;0;4
25_Cundinamarca;25899_Zipaquirá;Total;128.968;194;208;27.905;63.419;29.227;7.749;46;20;200
25_Cundinamarca;;Cabecera;105.430;111;46;16.678;52.397;28.799;7.179;40;20;160
25_Cundinamarca;;Centro poblado;16.893;26;79;10.048;5.826;312;567;6;0;29
25_Cundinamarca;;Rural disperso;6.645;57;83;1.179;5.196;116;3;0;0;11
41_Huila;41001_Neiva;Total;313.310;3.292;4.756;101.620;156.042;29.700;14.296;3.088;222;294
41_Huila;;Cabecera;293.708;2.634;3.980;87.649;152.960;29.272;13.818;2.913;219;263
41_Huila;;Centro poblado;11.861;214;133;9.097;2.351;47;3;3;0;13
41_Huila;;Rural disperso;7.741;444;643;4.874;731;381;475;172;3;18
41_Huila;41006_Acevedo;Total;24.562;3.311;185;16.162;4.797;73;5;6;0;23
41_Huila;;Cabecera;4.565;130;6;3.316;1.088;11;0;0;0;14
41_Huila;;Centro poblado;1.908;138;56;1.281;431;2;0;0;0;0
41_Huila;;Rural disperso;18.089;3.043;123;11.565;3.278;60;5;6;0;9
41_Huila;41013_Agrado;Total;8.578;253;21;7.305;955;39;2;0;0;3
41_Huila;;Cabecera;5.610;106;6;4.776;684;34;2;0;0;2
41_Huila;;Centro poblado;276;4;0;237;35;0;0;0;0;0
41_Huila;;Rural disperso;2.692;143;15;2.292;236;5;0;0;0;1
41_Huila;41016_Aipe;Total;14.634;801;104;7.948;5.603;139;15;8;6;10
41_Huila;;Cabecera;9.988;346;50;5.364;4.131;87;1;3;0;6
41_Huila;;Centro poblado;1.067;33;11;538;485;0;0;0;0;0
41_Huila;;Rural disperso;3.579;422;43;2.046;987;52;14;5;6;4
41_Huila;41020_Algeciras;Total;20.015;1.544;305;11.802;6.239;101;8;5;0;11
41_Huila;;Cabecera;9.946;396;136;5.449;3.887;63;4;5;0;6
41_Huila;;Centro poblado;1.222;31;18;774;395;0;0;0;0;4
41_Huila;;Rural disperso;8.847;1.117;151;5.579;1.957;38;4;0;0;1
41_Huila;41026_Altamira;Total;3.810;128;20;1.246;2.374;25;5;3;0;9
41_Huila;;Cabecera;2.383;20;0;315;2.024;10;4;3;0;7
41_Huila;;Centro poblado;270;4;0;110;156;0;0;0;0;0
41_Huila;;Rural disperso;1.157;104;20;821;194;15;1;0;0;2
41_Huila;41078_Baraya;Total;6.397;301;2;5.065;855;145;13;1;12;3
41_Huila;;Cabecera;3.461;24;2;2.714;583;132;3;1;0;2
41_Huila;;Rural disperso;2.936;277;0;2.351;272;13;10;0;12;1
41_Huila;41132_Campoalegre;Total;30.082;1.361;108;18.300;9.268;986;29;3;0;27
41_Huila;;Cabecera;23.397;959;82;13.071;8.345;915;9;2;0;14
41_Huila;;Centro poblado;1.743;27;0;1.485;226;5;0;0;0;0
41_Huila;;Rural disperso;4.942;375;26;3.744;697;66;20;1;0;13
41_Huila;41206_Colombia;Total;6.965;485;333;4.584;1.518;33;5;0;0;7
41_Huila;;Cabecera;2.097;19;18;1.271;755;28;1;0;0;5
41_Huila;;Centro poblado;319;3;3;227;83;3;0;0;0;0
41_Huila;;Rural disperso;4.549;463;312;3.086;680;2;4;0;0;2
41_Huila;41244_Elías;Total;3.733;230;20;2.980;485;12;6;0;0;0
41_Huila;;Cabecera;1.351;4;19;1.082;240;6;0;0;0;0
41_Huila;;Centro poblado;478;102;0;278;98;0;0;0;0;0
41_Huila;;Rural disperso;1.904;124;1;1.620;147;6;6;0;0;0
41_Huila;41298_Garzón;Total;65.319;1.657;440;28.351;29.758;4.343;690;14;11;55
41_Huila;;Cabecera;36.174;401;79;11.753;19.059;4.165;667;14;1;35
41_Huila;;Centro poblado;6.152;118;32;3.377;2.576;39;4;0;0;6
41_Huila;;Rural disperso;22.993;1.138;329;13.221;8.123;139;19;0;10;14
41_Huila;41306_Gigante;Total;22.622;841;70;11.494;9.862;292;28;13;0;22
41_Huila;;Cabecera;9.369;136;11;3.138;5.816;228;13;13;0;14
41_Huila;;Centro poblado;4.061;85;12;2.882;1.070;8;0;0;0;4
41_Huila;;Rural disperso;9.192;620;47;5.474;2.976;56;15;0;0;4
41_Huila;41319_Guadalupe;Total;15.875;882;36;11.245;3.488;184;13;3;3;21
41_Huila;;Cabecera;5.123;33;0;2.187;2.708;167;13;0;0;15
41_Huila;;Centro poblado;2.179;56;10;1.941;165;4;0;3;0;0
41_Huila;;Rural disperso;8.573;793;26;7.117;615;13;0;0;3;6
41_Huila;41349_Hobo;Total;6.686;1.110;68;2.607;2.891;2;3;3;1;1
41_Huila;;Cabecera;5.241;334;67;2.006;2.826;0;3;3;1;1
41_Huila;;Rural disperso;1.445;776;1;601;65;2;0;0;0;0
41_Huila;41357_Íquira;Total;9.044;634;15;6.355;2.002;36;0;0;0;2
41_Huila;;Cabecera;2.578;23;8;1.025;1.505;15;0;0;0;2
41_Huila;;Centro poblado;1.181;31;0;1.015;135;0;0;0;0;0
41_Huila;;Rural disperso;5.285;580;7;4.315;362;21;0;0;0;0
41_Huila;41359_Isnos;Total;24.571;2.733;272;18.206;3.149;184;13;3;0;11
41_Huila;;Cabecera;6.060;163;65;4.334;1.332;147;11;0;0;8
41_Huila;;Centro poblado;924;111;4;759;50;0;0;0;0;0
41_Huila;;Rural disperso;17.587;2.459;203;13.113;1.767;37;2;3;0;3
41_Huila;41378_La Argentina;Total;12.475;850;200;9.559;1.783;70;4;0;0;9
41_Huila;;Cabecera;4.765;37;148;3.280;1.237;53;4;0;0;6
41_Huila;;Centro poblado;567;49;0;506;12;0;0;0;0;0
41_Huila;;Rural disperso;7.143;764;52;5.773;534;17;0;0;0;3
41_Huila;41396_La Plata;Total;53.967;4.674;311;29.331;17.414;2.141;23;14;4;55
41_Huila;;Cabecera;23.959;293;184;9.041;12.416;1.963;10;13;4;35
41_Huila;;Centro poblado;2.963;114;13;2.132;692;9;2;0;0;1
41_Huila;;Rural disperso;27.045;4.267;114;18.158;4.306;169;11;1;0;19
41_Huila;41483_Nátaga;Total;6.157;628;28;3.770;1.663;57;4;0;0;7
41_Huila;;Cabecera;2.426;54;7;1.518;798;45;0;0;0;4
41_Huila;;Centro poblado;499;34;0;355;106;0;4;0;0;0
41_Huila;;Rural disperso;3.232;540;21;1.897;759;12;0;0;0;3
41_Huila;41503_Oporapa;Total;11.111;664;34;8.892;1.486;22;8;0;0;5
41_Huila;;Cabecera;2.355;56;16;1.637;633;10;2;0;0;1
41_Huila;;Centro poblado;1.431;36;0;1.206;186;0;0;0;0;3
41_Huila;;Rural disperso;7.325;572;18;6.049;667;12;6;0;0;1
41_Huila;41518_Paicol;Total;6.403;152;20;2.256;3.624;327;10;5;3;6
41_Huila;;Cabecera;2.647;5;6;562;1.856;210;1;1;0;6
41_Huila;;Centro poblado;139;0;0;31;84;24;0;0;0;0
41_Huila;;Rural disperso;3.617;147;14;1.663;1.684;93;9;4;3;0
41_Huila;41524_Palermo;Total;24.146;900;473;9.162;11.355;1.972;249;10;0;25
41_Huila;;Cabecera;11.693;251;398;4.218;5.934;882;6;1;0;3
41_Huila;;Centro poblado;5.015;55;32;966;3.201;747;5;8;0;1
41_Huila;;Rural disperso;7.438;594;43;3.978;2.220;343;238;1;0;21
41_Huila;41530_Palestina;Total;10.454;676;208;6.904;2.005;154;6;0;2;499
41_Huila;;Cabecera;1.721;36;1;923;650;52;0;0;2;57
41_Huila;;Rural disperso;8.733;640;207;5.981;1.355;102;6;0;0;442
41_Huila;41548_Pital;Total;12.222;539;7;9.293;2.270;90;5;6;0;12
41_Huila;;Cabecera;4.251;35;0;2.652;1.477;67;5;6;0;9
41_Huila;;Centro poblado;301;0;0;291;10;0;0;0;0;0
41_Huila;;Rural disperso;7.670;504;7;6.350;783;23;0;0;0;3
41_Huila;41551_Pitalito;Total;118.991;4.258;575;67.963;35.267;10.450;241;53;6;178
41_Huila;;Cabecera;71.306;619;114;36.636;23.427;10.119;203;48;6;134
41_Huila;;Centro poblado;6.672;253;40;4.380;1.950;38;2;0;0;9
41_Huila;;Rural disperso;41.013;3.386;421;26.947;9.890;293;36;5;0;35
41_Huila;41615_Rivera;Total;21.065;458;177;7.425;11.541;752;271;0;3;438
41_Huila;;Cabecera;11.465;49;16;3.169;7.479;497;116;0;0;139
41_Huila;;Centro poblado;4.416;121;2;2.002;2.143;15;0;0;0;133
41_Huila;;Rural disperso;5.184;288;159;2.254;1.919;240;155;0;3;166
41_Huila;41660_Saladoblanco;Total;10.065;1.168;66;6.968;1.753;88;9;0;0;13
41_Huila;;Cabecera;1.811;26;12;959;785;21;0;0;0;8
41_Huila;;Centro poblado;351;9;18;252;69;3;0;0;0;0
41_Huila;;Rural disperso;7.903;1.133;36;5.757;899;64;9;0;0;5
41_Huila;41668_San Agustín;Total;32.380;2.215;307;19.485;8.813;1.495;14;6;1;44
41_Huila;;Cabecera;10.805;72;16;4.744;4.542;1.401;14;1;1;14
41_Huila;;Centro poblado;1.852;96;0;1.028;720;3;0;5;0;0
41_Huila;;Rural disperso;19.723;2.047;291;13.713;3.551;91;0;0;0;30
41_Huila;41676_Santa María;Total;10.215;975;283;5.553;3.332;58;0;8;0;6
41_Huila;;Cabecera;2.522;24;19;1.036;1.415;19;0;3;0;6
41_Huila;;Centro poblado;332;12;0;212;108;0;0;0;0;0
41_Huila;;Rural disperso;7.361;939;264;4.305;1.809;39;0;5;0;0
41_Huila;41770_Suaza;Total;17.362;2.209;68;13.187;1.782;106;0;1;2;7
41_Huila;;Cabecera;3.998;43;21;2.627;1.207;96;0;0;2;2
41_Huila;;Centro poblado;2.162;117;7;1.946;91;0;0;0;0;1
41_Huila;;Rural disperso;11.202;2.049;40;8.614;484;10;0;1;0;4
41_Huila;41791_Tarqui;Total;16.108;794;24;13.404;1.812;42;7;0;8;17
41_Huila;;Cabecera;5.118;42;1;4.239;780;33;7;0;6;10
41_Huila;;Centro poblado;2.584;101;9;2.147;321;3;0;0;0;3
41_Huila;;Rural disperso;8.406;651;14;7.018;711;6;0;0;2;4
41_Huila;41797_Tesalia;Total;9.767;296;0;7.804;1.613;41;2;6;0;5
41_Huila;;Cabecera;5.243;33;0;4.037;1.133;33;0;6;0;1
41_Huila;;Centro poblado;1.515;7;0;1.362;146;0;0;0;0;0
41_Huila;;Rural disperso;3.009;256;0;2.405;334;8;2;0;0;4
41_Huila;41799_Tello;Total;10.215;565;189;7.590;1.744;110;4;0;0;13
41_Huila;;Cabecera;5.147;115;150;3.877;905;87;0;0;0;13
41_Huila;;Centro poblado;1.083;75;9;834;162;3;0;0;0;0
41_Huila;;Rural disperso;3.985;375;30;2.879;677;20;4;0;0;0
41_Huila;41801_Teruel;Total;7.350;399;6;3.128;3.572;240;5;0;0;0
41_Huila;;Cabecera;3.939;14;1;1.503;2.207;213;1;0;0;0
41_Huila;;Rural disperso;3.411;385;5;1.625;1.365;27;4;0;0;0
41_Huila;41807_Timaná;Total;20.894;1.087;118;14.036;5.272;362;17;0;1;1
41_Huila;;Cabecera;7.382;185;20;4.420;2.529;218;8;0;1;1
41_Huila;;Centro poblado;2.233;63;5;1.704;449;12;0;0;0;0
41_Huila;;Rural disperso;11.279;839;93;7.912;2.294;132;9;0;0;0
41_Huila;41872_Villavieja;Total;6.943;585;86;4.287;1.973;4;6;0;0;2
41_Huila;;Cabecera;2.377;49;4;1.196;1.127;1;0;0;0;0
41_Huila;;Centro poblado;3.513;190;2;2.707;612;0;0;0;0;2
41_Huila;;Rural disperso;1.053;346;80;384;234;3;6;0;0;0
41_Huila;41885_Yaguará;Total;7.361;177;0;1.823;4.880;446;22;7;0;6
41_Huila;;Cabecera;6.177;25;0;1.566;4.165;404;6;7;0;4
41_Huila;;Rural disperso;1.184;152;0;257;715;42;16;0;0;2
52_Nariño;52001_Pasto;Total;349.352;840;579;121.679;135.420;63.259;20.374;6.507;139;555
52_Nariño;;Cabecera;271.237;332;268;73.282;107.038;62.935;20.327;6.457;138;460
52_Nariño;;Centro poblado;50.912;151;125;29.508;20.851;196;14;15;0;52
52_Nariño;;Rural disperso;27.203;357;186;18.889;7.531;128;33;35;1;43
52_Nariño;52019_Albán;Total;8.191;92;7;7.962;114;15;0;0;1;0
52_Nariño;;Cabecera;2.306;4;2;2.196;92;12;0;0;0;0
52_Nariño;;Centro poblado;385;0;0;382;2;1;0;0;0;0
52_Nariño;;Rural disperso;5.500;88;5;5.384;20;2;0;0;1;0
52_Nariño;52022_Aldana;Total;6.872;78;124;5.693;843;12;0;0;0;122
52_Nariño;;Cabecera;1.517;0;46;1.262;207;1;0;0;0;1
52_Nariño;;Centro poblado;1.091;31;14;812;205;9;0;0;0;20
52_Nariño;;Rural disperso;4.264;47;64;3.619;431;2;0;0;0;101
52_Nariño;52036_Ancuya;Total;7.481;67;10;6.656;745;0;0;0;0;3
52_Nariño;;Cabecera;1.990;10;0;1.285;692;0;0;0;0;3
52_Nariño;;Centro poblado;161;3;0;158;0;0;0;0;0;0
52_Nariño;;Rural disperso;5.330;54;10;5.213;53;0;0;0;0;0
52_Nariño;52051_Arboleda;Total;7.626;164;72;7.247;131;7;2;0;0;3
52_Nariño;;Cabecera;1.150;15;11;1.056;62;3;2;0;0;1
52_Nariño;;Centro poblado;510;1;0;501;8;0;0;0;0;0
52_Nariño;;Rural disperso;5.966;148;61;5.690;61;4;0;0;0;2
52_Nariño;52079_Barbacoas;Total;33.804;14.524;176;18.931;129;16;14;0;0;14
52_Nariño;;Cabecera;11.019;741;75;10.062;104;13;12;0;0;12
52_Nariño;;Centro poblado;1.378;592;3;770;11;0;0;0;0;2
52_Nariño;;Rural disperso;21.407;13.191;98;8.099;14;3;2;0;0;0
52_Nariño;52083_Belén;Total;5.961;14;27;5.322;588;8;0;1;0;1
52_Nariño;;Cabecera;3.182;3;15;2.575;580;8;0;1;0;0
52_Nariño;;Centro poblado;344;0;1;335;8;0;0;0;0;0
52_Nariño;;Rural disperso;2.435;11;11;2.412;0;0;0;0;0;1
52_Nariño;52110_Buesaco;Total;19.934;308;58;17.249;2.230;63;18;0;0;8
52_Nariño;;Cabecera;5.825;25;13;4.489;1.240;40;14;0;0;4
52_Nariño;;Centro poblado;2.808;56;2;2.347;389;14;0;0;0;0
52_Nariño;;Rural disperso;11.301;227;43;10.413;601;9;4;0;0;4
52_Nariño;52203_Colón;Total;7.764;72;63;7.526;95;6;0;0;0;2
52_Nariño;;Cabecera;965;2;1;872;83;6;0;0;0;1
52_Nariño;;Centro poblado;804;2;12;785;5;0;0;0;0;0
52_Nariño;;Rural disperso;5.995;68;50;5.869;7;0;0;0;0;1
52_Nariño;52207_Consacá;Total;10.098;111;37;8.479;1.448;14;8;0;0;1
52_Nariño;;Cabecera;1.880;3;19;1.181;670;6;1;0;0;0
52_Nariño;;Centro poblado;1.852;22;5;1.486;339;0;0;0;0;0
52_Nariño;;Rural disperso;6.366;86;13;5.812;439;8;7;0;0;1
52_Nariño;52210_Contadero;Total;6.421;100;56;4.843;1.405;17;0;0;0;0
52_Nariño;;Cabecera;1.265;7;3;852;397;6;0;0;0;0
52_Nariño;;Centro poblado;369;14;4;245;106;0;0;0;0;0
52_Nariño;;Rural disperso;4.787;79;49;3.746;902;11;0;0;0;0
52_Nariño;52215_Córdoba;Total;14.827;336;274;13.055;1.137;7;6;0;0;12
52_Nariño;;Cabecera;3.056;12;10;1.969;1.049;7;2;0;0;7
52_Nariño;;Centro poblado;999;0;0;990;8;0;0;0;0;1
52_Nariño;;Rural disperso;10.772;324;264;10.096;80;0;4;0;0;4
52_Nariño;52224_Cuaspud Carlosama;Total;8.975;219;107;6.357;2.282;10;0;0;0;0
52_Nariño;;Cabecera;2.674;12;8;1.596;1.048;10;0;0;0;0
52_Nariño;;Rural disperso;6.301;207;99;4.761;1.234;0;0;0;0;0
52_Nariño;52227_Cumbal;Total;32.672;2.507;194;28.728;1.183;20;9;6;0;25
52_Nariño;;Cabecera;6.621;51;30;5.725;772;19;7;0;0;17
52_Nariño;;Centro poblado;3.827;282;19;3.411;104;1;2;6;0;2
52_Nariño;;Rural disperso;22.224;2.174;145;19.592;307;0;0;0;0;6
52_Nariño;52233_Cumbitara;Total;5.095;188;91;4.585;220;2;0;0;0;9
52_Nariño;;Cabecera;1.480;1;14;1.249;213;2;0;0;0;1
52_Nariño;;Centro poblado;1.389;13;46;1.323;7;0;0;0;0;0
52_Nariño;;Rural disperso;2.226;174;31;2.013;0;0;0;0;0;8
52_Nariño;52240_Chachagüí;Total;12.357;319;295;9.888;1.476;317;49;8;0;5
52_Nariño;;Cabecera;4.252;51;26;3.114;943;113;4;0;0;1
52_Nariño;;Centro poblado;1.972;21;25;1.529;262;106;23;6;0;0
52_Nariño;;Rural disperso;6.133;247;244;5.245;271;98;22;2;0;4
52_Nariño;52250_El Charco;Total;21.071;9.326;471;11.094;139;12;1;1;1;26
52_Nariño;;Cabecera;6.979;42;461;6.334;118;1;1;1;1;20
52_Nariño;;Centro poblado;1.032;410;0;621;0;0;0;0;0;1
52_Nariño;;Rural disperso;13.060;8.874;10;4.139;21;11;0;0;0;5
52_Nariño;52254_El Peñol;Total;6.195;142;9;5.832;207;2;0;0;0;3
52_Nariño;;Cabecera;1.172;8;7;1.081;72;2;0;0;0;2
52_Nariño;;Centro poblado;340;1;0;328;11;0;0;0;0;0
52_Nariño;;Rural disperso;4.683;133;2;4.423;124;0;0;0;0;1
52_Nariño;52256_El Rosario;Total;6.498;123;58;6.279;24;3;8;0;0;3
52_Nariño;;Cabecera;1.516;15;23;1.449;19;3;4;0;0;3
52_Nariño;;Centro poblado;1.472;19;15;1.435;3;0;0;0;0;0
52_Nariño;;Rural disperso;3.510;89;20;3.395;2;0;4;0;0;0
52_Nariño;52258_El Tablón De Gómez;Total;13.235;1.240;651;11.242;75;13;9;0;0;5
52_Nariño;;Cabecera;1.461;2;12;1.398;38;9;0;0;0;2
52_Nariño;;Centro poblado;3.072;415;237;2.411;5;4;0;0;0;0
52_Nariño;;Rural disperso;8.702;823;402;7.433;32;0;9;0;0;3
52_Nariño;52260_El Tambo;Total;12.452;130;32;10.233;2.008;39;4;0;0;6
52_Nariño;;Cabecera;4.792;15;8;2.834;1.888;39;4;0;0;4
52_Nariño;;Rural disperso;7.660;115;24;7.399;120;0;0;0;0;2
52_Nariño;52287_Funes;Total;6.182;133;104;5.321;605;6;0;0;0;13
